Time,Source,Destination,Protocol,Length,Info
1223.840461,66.110.49.114,192.168.20.26,TCP,60,443  >  61077 [ACK] Seq=2080057 Ack=2685420 Win=65535 Len=0
182.790445,192.168.137.147,77.234.42.238,HTTP,360,GET /R/A3sKIGNlNTk2OTI4ZTRlMzQ1YTY4NzhiMTQzZjRlM2ViMDgyEgQCFAMjGKwCIgH-KggIBBCP7MOoASoICAMQrZXwpwEyCwgEEI_sw6gBGIAKOKGvhLgBQiB2Okp2x-WtUTM7raVuZ0HyTTQhen0mylawxE9EhH8xXkiAgyg= HTTP/1.1 
90.245029,192.168.18.1,192.168.18.46,DNS,930,Standard query response 0xc7d4 TXT google.com TXT TXT TXT TXT TXT TXT TXT TXT TXT TXT TXT TXT
64.389074,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
2583.255567,172.16.0.75,192.168.137.147,HTTP,252,HTTP/1.1 304 Not Modified 
1755.887503,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,443  >  61093 [ACK] Seq=145622706 Ack=242453 Win=675328 Len=1440 [TCP segment of a reassembled PDU]
15.189453,81.131.67.131,81.161.144.10,UDP,61,41730  >  6346 Len=19
483.535953,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=293/9473, ttl=64 (request in 8590)"
27.167416,127.0.0.1,127.0.0.1,FTP,65,Request: DELE zqhfyfzwdb.txt
39.62825,192.168.18.1,192.168.18.46,DNS,135,Standard query response 0xedc6 A httpbin.org A 3.230.204.70 A 34.199.93.197 A 34.203.15.122 A 34.193.132.77
17.099615,193.63.53.155,224.1.2.3,UDP,66,1976  >  6003 Len=24
374.077249,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=867/25347, ttl=128 (reply in 1551)"
75.478977,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
532.240432,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=970/51715, ttl=64 (request in 1876)"
105.250118,192.168.137.147,184.28.22.41,HTTP,136,GET /ncc.txt HTTP/1.1 
60.371239,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
25.908203,81.131.67.131,62.34.123.244,UDP,61,41730  >  6346 Len=19
798.336733,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=521/2306, ttl=128 (reply in 10030)"
864.315132,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
1929.509852,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2800:480:ff50:503::e,TCP,74,61093  >  443 [ACK] Seq=284996 Ack=171569936 Win=529920 Len=0
75.479236,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
26.986328,81.131.67.131,201.137.214.74,UDP,61,41730  >  6346 Len=19
156.390078,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=706/49666, ttl=64 (request in 948)"
287.27314,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2800:480:ff50:503::e,TCP,74,61028  >  443 [ACK] Seq=27280 Ack=10788171 Win=529920 Len=0
6.217585,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
612.904865,192.168.18.46,34.203.15.122,HTTP,199,GET /get HTTP/1.1 
100.152078048,192.168.200.21,8.8.8.8,ICMP,42,"Echo (ping) request  id=0xbcf3, seq=4/1024, ttl=64 (reply in 41)"
32.109375,81.131.67.131,201.21.18.93,UDP,50,41730  >  6346 Len=8
58.135377,192.168.18.1,192.168.18.46,DNS,91,Standard query response 0xef78 MX google.com MX 10 smtp.google.com
2596.601231,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61093 [PSH, ACK] Seq=279771179 Ack=466328 Win=1236224 Len=1440 [TCP segment of a reassembled PDU]"
191.164333,192.168.18.46,192.168.18.1,DNS,70,Standard query 0xc9a4 A google.com
154.966637,192.168.18.46,192.168.18.1,DNS,71,Standard query 0xfc44 MX httpbin.org
674.456633,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1057/8452, ttl=64 (request in 2438)"
52.129762,192.168.18.46,192.168.18.1,DNS,83,Standard query 0x5417 TXT yahoo.com
185.369987,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=725/54530, ttl=128 (reply in 1056)"
134.942457,192.168.137.147,192.168.137.1,ICMP,254,Destination unreachable (Port unreachable)
47.837986,192.168.18.46,192.168.18.1,TCP,66,58894  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
1625.953024,2a04:4e42:45::444,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61387 [PSH, ACK] Seq=681314 Ack=1343 Win=146944 Len=1440 [TCP segment of a reassembled PDU]"
1737.629364,2a04:4e42:49::347,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,914,"443  >  61380 [PSH, ACK] Seq=633192 Ack=2041 Win=17664 Len=840 [TCP segment of a reassembled PDU]"
503.328802,192.168.18.1,192.168.18.46,TCP,54,"53  >  62632 [FIN, ACK] Seq=632 Ack=31 Win=14600 Len=0"
1725.108016,2800:480:ff50:b1::b536:a092,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,443  >  61561 [ACK] Seq=6658368 Ack=2970 Win=64128 Len=1440 [TCP segment of a reassembled PDU]
29.177026,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
783.166278,192.168.137.147,172.16.0.75,HTTP,270,GET /wpad/wpad.pac HTTP/1.1 
0.59375,81.131.67.131,64.83.226.59,UDP,50,41730  >  56000 Len=8
846.479793,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1194/43524, ttl=64 (request in 4250)"
69.416389,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,205,255)."
1614.543839,190.157.8.101,192.168.20.26,DNS,166,Standard query response 0x1418 A img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net A 181.54.160.161 A 181.54.160.154
2152.933356,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2143/24328, ttl=64 (request in 12002)"
14.08073,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
2536.355885,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,443  >  61093 [ACK] Seq=264195070 Ack=439559 Win=1168384 Len=1440 [TCP segment of a reassembled PDU]
47.516602,81.131.67.131,82.253.34.137,UDP,61,41730  >  6347 Len=19
556.995879,192.168.18.46,34.203.15.122,HTTP,199,GET /get HTTP/1.1 
2384.658981,192.168.137.147,20.60.224.129,TCP,1514,57588  >  443 [ACK] Seq=171145 Ack=7554 Win=131072 Len=1460 [TCP segment of a reassembled PDU]
193.164531,2800:3f0:4005:b::7,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1294,443  >  60956 [ACK] Seq=467560 Ack=2621 Win=70656 Len=1220 [TCP segment of a reassembled PDU]
446.888606,192.168.18.1,192.168.18.46,DNS,156,Standard query response 0x98c3 MX httpbin.org SOA ns-1053.awsdns-03.org
350.297705,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=847/20227, ttl=64 (request in 1497)"
865.658547,192.168.137.147,172.217.3.78,ICMP,74,"Echo (ping) request  id=0x0001, seq=575/16130, ttl=128 (reply in 10378)"
90.70816,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,55446  >  3702 Len=624
868.394474,192.168.137.147,172.16.0.73,HTTP,306,CONNECT jnn-pa.googleapis.com:443 HTTP/1.1 
2595.18513,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2473/43273, ttl=128 (reply in 14198)"
864.413537,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
1390.36615,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1582/11782, ttl=128 (reply in 9409)"
1029.847905,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1324/11269, ttl=128 (reply in 7786)"
1001.307213,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61093 [PSH, ACK] Seq=29519421 Ack=49854 Win=193536 Len=1440 [TCP segment of a reassembled PDU]"
20.123869,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
402.350543,192.168.18.46,192.168.18.1,DNS,71,Standard query 0x4f89 MX httpbin.org
165.043275,192.168.18.1,192.168.18.46,DNS,95,Standard query response 0xdcb7 TXT httpbin.org TXT
45.27631,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
1051.094595,192.168.137.147,192.168.137.1,ICMP,256,Destination unreachable (Port unreachable)
1356.756555,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1562/6662, ttl=64 (request in 9173)"
18.342293,190.157.8.101,192.168.20.26,DNS,162,Standard query response 0x4fcc HTTPS disqus.com SOA ns-179.awsdns-22.com
42.140625,81.131.67.131,85.96.110.115,UDP,61,41730  >  6346 Len=19
7.298732,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
83.753453,192.168.18.1,192.168.18.46,DNS,148,Standard query response 0x23ae MX yahoo.com MX 1 mta6.am0.yahoodns.net MX 1 mta5.am0.yahoodns.net MX 1 mta7.am0.yahoodns.net
152.329781,192.168.137.147,239.255.255.250,UDP,666,55472  >  3702 Len=624
237.592349,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=764/64514, ttl=128 (reply in 1207)"
2249.981814,77.234.42.238,192.168.137.147,HTTP,350,HTTP/1.1 200 OK 
422.944307,192.168.18.46,192.168.18.1,DNS,69,Standard query 0x15aa A yahoo.com
198.438545,2800:480:ff50:b1::b536:a098,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,443  >  60973 [ACK] Seq=166787 Ack=4495 Win=64128 Len=1440 [TCP segment of a reassembled PDU]
14.077511,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
813.904932,192.168.137.147,172.16.0.73,HTTP,306,CONNECT edgeservices.bing.com:443 HTTP/1.1 
148.289351,192.168.137.147,172.16.0.73,HTTP,306,CONNECT config.edge.skype.com:443 HTTP/1.1 
1687.950628,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,443  >  61093 [ACK] Seq=135130132 Ack=224497 Win=631808 Len=1440 [TCP segment of a reassembled PDU]
396.628351,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=223/57088, ttl=64 (request in 7889)"
75.482938,127.0.0.1,127.0.0.1,FTP,91,"Response: 227 Entering passive mode (127,0,0,1,206,91)."
37.798828,81.131.67.131,65.43.223.20,UDP,61,41730  >  6346 Len=19
551.275583,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
0.121887,10.251.23.139,93.17.156.250,HTTP,204,GET /nb6dsl_Vers%203.3.4_ter/nb6-3.3.4_ter.sha256sum HTTP/1.1 
80.527642,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
1180.959622,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1435/39685, ttl=64 (request in 8440)"
8.779245,192.168.18.46,192.168.18.1,DNS,70,Standard query 0xa5b5 A google.com
56.876953,81.131.67.131,83.214.23.135,UDP,50,41730  >  6346 Len=8
22.094727,81.131.67.131,81.247.65.177,UDP,61,41730  >  6346 Len=19
7.208812,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
46.047852,65.223.109.8,81.131.67.131,HTTP,287,HTTP/1.1 304 Not Modified 
1755.956789,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61093 [PSH, ACK] Seq=146027346 Ack=242453 Win=675328 Len=1440 [TCP segment of a reassembled PDU]"
15.092109,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,123)."
2120.556909,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2123/19208, ttl=128 (reply in 11931)"
183.067105,192.168.137.147,172.16.0.75,HTTP,270,GET /wpad/wpad.pac HTTP/1.1 
213.604518,192.168.18.46,192.168.18.1,DNS,71,Standard query 0x323b MX httpbin.org
1604.890866,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1759/57094, ttl=64 (request in 10159)"
103.473361,192.168.137.147,239.255.255.250,UDP,666,53619  >  3702 Len=624
35.218467,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
16.157227,81.131.67.131,65.30.55.121,UDP,50,41730  >  6346 Len=8
5.723436,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
64.390764,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
90.586226,192.168.18.1,192.168.18.46,DNS,148,Standard query response 0x5121 MX yahoo.com MX 1 mta6.am0.yahoodns.net MX 1 mta5.am0.yahoodns.net MX 1 mta7.am0.yahoodns.net
2434.704509,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2352/12297, ttl=64 (request in 13748)"
76.493979,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
503.78405,192.168.18.46,192.168.18.1,DNS,69,Standard query 0x5720 A yahoo.com
440.590392,192.168.18.1,192.168.18.46,TCP,54,"53  >  62107 [FIN, ACK] Seq=877 Ack=32 Win=14600 Len=0"
28.17488,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
61.612758,192.168.137.147,239.255.255.250,UDP,666,57689  >  3702 Len=624
1572.927267,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2800:480:ff50:503::e,TCP,74,61093  >  443 [ACK] Seq=195380 Ack=118366804 Win=264960 Len=0
19.642578,81.131.67.131,81.106.187.198,UDP,50,41730  >  15644 Len=8
125.896792,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=682/43522, ttl=128 (reply in 861)"
1357.673758,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1563/6918, ttl=64 (request in 9177)"
45.367188,65.30.55.121,81.131.67.131,UDP,54,6346  >  41730 Len=12
52.320358,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
868.396578,192.168.137.147,172.16.0.73,HTTP,336,CONNECT functional.events.data.microsoft.com:443 HTTP/1.1 
1305.200129,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2800:480:ff50:503::e,TCP,74,61093  >  443 [ACK] Seq=125942 Ack=77509174 Win=264960 Len=0
45.421875,81.131.67.131,212.195.108.125,UDP,50,41730  >  6346 Len=8
542.336507,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
48.65349,192.168.137.147,239.255.255.250,UDP,666,60946  >  3702 Len=624
117.667048,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,53624  >  3702 Len=624
44.264561,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
23.048828,81.251.185.1,81.131.67.131,UDP,61,31074  >  41730 Len=19
284.515221,192.168.18.46,192.168.18.1,DNS,71,Standard query 0xc3a5 TXT httpbin.org
108.515861,192.168.18.46,192.168.18.1,DNS,70,Standard query 0x101a MX google.com
35.211298,127.0.0.1,127.0.0.1,FTP,70,Response: 200 Type set to: Binary.
868.652008,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
24.15051,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,228)."
2219.080027,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61093 [PSH, ACK] Seq=214201604 Ack=358839 Win=967936 Len=1440 [TCP segment of a reassembled PDU]"
13.068235,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
193.420008,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=732/56322, ttl=64 (request in 1085)"
56.220703,81.131.67.131,62.34.123.244,UDP,61,41730  >  6346 Len=19
5.494931,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
69.420151,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
13.066648,127.0.0.1,127.0.0.1,FTP,65,Request: RETR qeyyfyjijt.txt
388.167978,192.168.18.1,192.168.18.46,DNS,95,Standard query response 0xb694 TXT httpbin.org TXT
15.080078,81.131.67.131,38.115.4.204,UDP,54,41730  >  21284 Len=12
23.97047,192.168.137.147,239.255.255.250,UDP,666,51575  >  3702 Len=624
1509.462047,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1675/35590, ttl=128 (reply in 9891)"
37.775434,208.97.177.124,95.136.242.99,TCP,62,"80  >  65389 [FIN, ACK] Seq=742 Ack=598 Win=8192 Len=0"
965.405326,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1273/63748, ttl=64 (request in 7281)"
77.515498,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
3.242925,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
17.101949,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
251.941115,2800:3f0:4005:b::7,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1294,443  >  60956 [ACK] Seq=5001381 Ack=11135 Win=90624 Len=1220 [TCP segment of a reassembled PDU]
462.976204,192.168.18.1,192.168.18.46,DNS,509,Standard query response 0x0aac TXT yahoo.com TXT TXT TXT TXT TXT TXT TXT
153.679257,192.168.137.1,255.255.255.255,UDP,56,56498  >  3289 Len=14
1157.679277,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1423/36613, ttl=64 (request in 8323)"
819.156449,192.168.137.147,172.16.0.73,HTTP,290,CONNECT openlibra.com:443 HTTP/1.1 
6.395326,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
0.359375,81.131.67.131,65.30.55.121,UDP,50,41730  >  6346 Len=8
2493.38753,2800:480:ff50:503::e,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,TCP,1514,"443  >  61093 [PSH, ACK] Seq=256024990 Ack=428316 Win=1139712 Len=1440 [TCP segment of a reassembled PDU]"
372.238755,192.168.18.1,192.168.18.46,DNS,165,Standard query response 0x2d81 A yahoo.com A 98.137.11.164 A 98.137.11.163 A 74.6.231.21 A 74.6.143.26 A 74.6.143.25 A 74.6.231.20
1772.690741,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1883/23303, ttl=64 (request in 10897)"
18.813477,172.187.35.142,81.131.67.131,UDP,61,6346  >  41730 Len=19
15.091676,127.0.0.1,127.0.0.1,FTP,70,Response: 200 Type set to: Binary.
1440.441225,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1620/21510, ttl=64 (request in 9560)"
1983.22131,192.168.137.147,172.16.0.75,HTTP,270,GET /wpad/wpad.pac HTTP/1.1 
55.335121,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
21.594727,81.131.67.131,80.171.9.79,UDP,61,41730  >  6346 Len=19
