Time,Source,Destination,Protocol,Length,Info
1032.90995,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1325/11525, ttl=64 (request in 7787)"
799.18316,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1154/33284, ttl=64 (request in 2822)"
1072.59189,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1359/20229, ttl=64 (request in 8010)"
436.818893,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=255/65280, ttl=128 (reply in 8018)"
2697.667698,192.168.20.1,192.168.20.26,ICMP,98,Time-to-live exceeded (Time to live exceeded in transit)
350.082164,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=846/19971, ttl=64 (request in 1494)"
2124.715537,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2127/20232, ttl=64 (request in 11942)"
1891.950998,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1968/45063, ttl=128 (reply in 11203)"
395.580103,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=222/56832, ttl=128 (reply in 7880)"
816.666076,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1172/37892, ttl=128 (reply in 3895)"
1227.406049,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1465/47365, ttl=64 (request in 8624)"
666.117251,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=425/43265, ttl=64 (request in 9258)"
2245.180551,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2209/41224, ttl=128 (reply in 12556)"
875.375352,172.217.3.78,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=581/17666, ttl=114 (request in 10395)"
2098.61963,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2105/14600, ttl=64 (request in 11873)"
1206.966837,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1449/43269, ttl=64 (request in 8510)"
316.351586,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=152/38912, ttl=128 (reply in 7550)"
29.755394463,192.168.200.21,8.8.8.8,ICMP,82,"Echo (ping) request  id=0x2064, seq=3/768, ttl=64 (no response found!)"
238.834152,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=78/19968, ttl=64 (request in 5503)"
507.366805,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=950/46595, ttl=128 (reply in 1827)"
516.356312,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=955/47875, ttl=128 (reply in 1838)"
1516.364183,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1678/36358, ttl=128 (reply in 9901)"
1048.376271,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1340/15365, ttl=128 (reply in 7860)"
558.817272,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=348/23553, ttl=128 (reply in 8784)"
118.316448,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=678/42498, ttl=128 (reply in 844)"
478.423543,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=934/42499, ttl=128 (reply in 1771)"
1785.527121,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1892/25607, ttl=64 (request in 10945)"
2406.843738,192.168.137.147,209.197.3.8,ICMP,106,"Echo (ping) request  id=0x0001, seq=2335/7945, ttl=10 (no response found!)"
1144.898109,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1415/34565, ttl=128 (reply in 8295)"
916.871641,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1236/54276, ttl=64 (request in 6973)"
287.89687,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=126/32256, ttl=128 (reply in 6946)"
981.3749,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1285/1285, ttl=64 (request in 7538)"
671.310734,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=427/43777, ttl=128 (no response found!)"
1006.265157,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1304/6149, ttl=64 (request in 7710)"
1205.015523,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1447/42757, ttl=64 (request in 8501)"
814.997683,192.168.137.147,172.217.3.78,ICMP,74,"Echo (ping) request  id=0x0001, seq=525/3330, ttl=128 (reply in 10187)"
2718.8911,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2564/1034, ttl=64 (request in 14697)"
865.658547,192.168.137.147,172.217.3.78,ICMP,74,"Echo (ping) request  id=0x0001, seq=575/16130, ttl=128 (reply in 10378)"
1350.459352,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1560/6150, ttl=128 (reply in 9166)"
353.359363,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=184/47104, ttl=64 (request in 7699)"
712.23819,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1090/16900, ttl=64 (request in 2562)"
1849.915584,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1939/37639, ttl=128 (reply in 11115)"
561.3971,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=988/56323, ttl=128 (reply in 2096)"
2172.883221,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2155/27400, ttl=128 (reply in 12043)"
1371.53517,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1573/9478, ttl=64 (request in 9209)"
118.363622,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=678/42498, ttl=64 (request in 843)"
1245.128394,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1479/50949, ttl=128 (reply in 8880)"
346.285832,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=177/45312, ttl=64 (request in 7674)"
235.567792,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=762/64002, ttl=128 (reply in 1197)"
704.258248,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1082/14852, ttl=64 (request in 2521)"
2059.679524,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2082/8712, ttl=128 (reply in 11762)"
2577.570805,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2459/39689, ttl=64 (request in 14117)"
1437.567653,192.168.137.147,192.168.137.187,ICMP,102,Destination unreachable (Protocol unreachable)
380.3877,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=207/52992, ttl=128 (reply in 7803)"
1924.766148,192.168.137.147,192.168.137.187,ICMP,102,Destination unreachable (Protocol unreachable)
765.9618,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=499/62209, ttl=128 (reply in 9899)"
2059.315961,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2081/8456, ttl=64 (request in 11757)"
1222.983781,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1460/46085, ttl=64 (request in 8541)"
680.358425,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=432/45057, ttl=128 (reply in 9283)"
1571.510274,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1726/48646, ttl=64 (request in 10058)"
64.077828907,192.168.200.21,8.8.8.8,ICMP,98,"Echo (ping) request  id=0x2066, seq=1/256, ttl=64 (reply in 23)"
41.890625,219.137.42.1,81.131.67.131,ICMP,70,Destination unreachable (Port unreachable)
787.762583,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=515/770, ttl=128 (reply in 10009)"
2424.376873,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2347/11017, ttl=128 (reply in 13728)"
305.206003,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=141/36096, ttl=128 (reply in 7465)"
708.855592,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1087/16132, ttl=64 (request in 2552)"
256.30713,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=94/24064, ttl=64 (request in 5862)"
2006.772029,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2046/65031, ttl=64 (request in 11640)"
1286.890537,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1509/58629, ttl=128 (reply in 8990)"
584.477254,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1003/60163, ttl=128 (reply in 2165)"
713.85878,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1092/17412, ttl=64 (request in 2566)"
363.374474,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=194/49664, ttl=128 (reply in 7739)"
157.339198,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=707/49922, ttl=128 (reply in 951)"
1041.274028,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1332/13317, ttl=64 (request in 7814)"
2117.383718,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2119/18184, ttl=64 (request in 11919)"
2353.13832,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2288/61448, ttl=128 (reply in 12937)"
2514.969095,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2408/26633, ttl=128 (reply in 13971)"
1124.815356,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1401/30981, ttl=64 (request in 8247)"
2262.574945,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2224/45064, ttl=128 (reply in 12630)"
75.752083702,192.168.200.21,8.8.8.8,ICMP,98,"Echo (ping) request  id=0x206a, seq=2/512, ttl=64 (reply in 31)"
571.232248,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=993/57603, ttl=64 (request in 2113)"
227.47685,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=758/62978, ttl=128 (reply in 1185)"
1383.610322,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1579/11014, ttl=128 (reply in 9369)"
2456.857913,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2366/15881, ttl=128 (reply in 13802)"
2480.186706,192.168.137.147,192.168.137.187,ICMP,102,Destination unreachable (Protocol unreachable)
1300.359128,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1522/61957, ttl=128 (reply in 9026)"
2123.638634,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2126/19976, ttl=64 (request in 11940)"
985.653215,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1289/2309, ttl=64 (request in 7600)"
1306.438821,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1528/63493, ttl=128 (reply in 9059)"
1639.239308,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1783/63238, ttl=128 (reply in 10220)"
2391.519699,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2314/2569, ttl=128 (reply in 13551)"
898.703465,172.217.3.78,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=604/23554, ttl=114 (request in 10455)"
2566.931712,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2450/37385, ttl=64 (request in 14092)"
1919.48974,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1990/50695, ttl=128 (reply in 11360)"
1945.352968,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2004/54279, ttl=128 (reply in 11409)"
2243.146343,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2207/40712, ttl=128 (reply in 12550)"
1357.673758,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1563/6918, ttl=64 (request in 9177)"
1879.893718,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1961/43271, ttl=128 (reply in 11187)"
2223.999221,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2188/35848, ttl=64 (request in 12143)"
2673.411533,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2531/58121, ttl=64 (request in 14584)"
715.279832,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=458/51713, ttl=64 (request in 9567)"
1774.546535,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1884/23559, ttl=64 (request in 10899)"
835.769964,192.168.20.26,190.157.8.109,ICMP,225,Destination unreachable (Port unreachable)
242.565396,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=764/64514, ttl=64 (request in 1201)"
559.834835,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=349/23809, ttl=64 (request in 8785)"
2009.962895,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2050/520, ttl=64 (request in 11651)"
1228.926627,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1466/47621, ttl=64 (request in 8649)"
662.448252,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=422/42497, ttl=64 (request in 9241)"
632.019999,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=403/37633, ttl=64 (request in 9030)"
2513.958419,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2407/26377, ttl=128 (reply in 13969)"
935.103374,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1252/58372, ttl=64 (request in 7142)"
267.676321,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=106/27136, ttl=128 (reply in 5931)"
2535.701905,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2427/31497, ttl=64 (request in 14022)"
1156.003479,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1422/36357, ttl=64 (request in 8319)"
1197.921502,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1444/41989, ttl=128 (reply in 8479)"
510.135549,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=952/47107, ttl=64 (request in 1830)"
1244.109778,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1477/50437, ttl=64 (request in 8873)"
318.870418,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=820/13315, ttl=128 (reply in 1416)"
754.300044,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=487/59137, ttl=64 (request in 9861)"
1371.512908,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1572/9222, ttl=64 (request in 9207)"
113.337314,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=673/41218, ttl=64 (request in 825)"
193.476067,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=733/56578, ttl=128 (reply in 1088)"
1517.750287,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1679/36614, ttl=64 (request in 9903)"
45.144532,200.158.81.150,81.131.67.131,ICMP,70,Destination unreachable (Port unreachable)
1847.031792,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1936/36871, ttl=64 (request in 11108)"
2632.570298,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2499/49929, ttl=64 (request in 14473)"
1153.990536,192.168.137.147,192.168.137.187,ICMP,102,Destination unreachable (Protocol unreachable)
1742.918299,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1862/17927, ttl=64 (request in 10721)"
1993.873866,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2037/62727, ttl=64 (request in 11536)"
2451.120956,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2364/15369, ttl=128 (reply in 13791)"
247.160104,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=769/259, ttl=64 (request in 1218)"
70.808479,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=643/33538, ttl=64 (request in 649)"
2544.398905,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2432/32777, ttl=128 (reply in 14039)"
714.767496,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1093/17668, ttl=128 (reply in 2569)"
876.420513,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1213/48388, ttl=128 (reply in 6643)"
70.863518,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=644/33794, ttl=128 (reply in 654)"
1631.001625,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1777/61702, ttl=128 (reply in 10208)"
2330.844421,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2271/57096, ttl=128 (no response found!)"
519.340532,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=957/48387, ttl=64 (request in 1843)"
1744.953784,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1864/18439, ttl=64 (request in 10725)"
346.131195,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=843/19203, ttl=128 (reply in 1479)"
1390.36615,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1582/11782, ttl=128 (reply in 9409)"
460.367174,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=920/38915, ttl=128 (reply in 1727)"
2663.143812,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2526/56841, ttl=128 (reply in 14560)"
321.940336,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=823/14083, ttl=128 (reply in 1423)"
134.942457,192.168.137.147,192.168.137.1,ICMP,254,Destination unreachable (Port unreachable)
508.422206,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=312/14337, ttl=128 (reply in 8673)"
2694.20549,192.168.20.1,192.168.20.26,ICMP,110,Time-to-live exceeded (Time to live exceeded in transit)
1182.567077,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1436/39941, ttl=64 (request in 8444)"
1545.668303,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1700/41990, ttl=64 (request in 9987)"
762.876406,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1125/25860, ttl=128 (reply in 2669)"
1743.950984,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1863/18183, ttl=64 (request in 10723)"
540.382072,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=975/52995, ttl=128 (reply in 1915)"
1968.684297,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2020/58375, ttl=64 (request in 11456)"
386.459353,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=213/54528, ttl=128 (reply in 7859)"
330.370409,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=162/41472, ttl=128 (reply in 7581)"
98.149668818,192.168.200.21,8.8.8.8,ICMP,42,"Echo (ping) request  id=0xbcf3, seq=2/512, ttl=64 (reply in 37)"
2189.92071,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2167/30472, ttl=128 (reply in 12082)"
600.382635,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1015/63235, ttl=128 (reply in 2276)"
260.628491,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=99/25344, ttl=128 (reply in 5888)"
661.261655,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1047/5892, ttl=64 (request in 2413)"
1869.04212,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1954/41479, ttl=128 (reply in 11159)"
334.968258,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=832/16387, ttl=128 (reply in 1453)"
2646.916402,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2510/52745, ttl=128 (reply in 14497)"
1295.402069,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1517/60677, ttl=64 (request in 9011)"
1226.026515,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=1464/47109, ttl=128 (reply in 8583)"
2630.702431,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=2497/49417, ttl=64 (request in 14466)"
1090.733905,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1376/24581, ttl=64 (request in 8073)"
1509.466469,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=1675/35590, ttl=64 (request in 9890)"
329.194664,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=826/14851, ttl=64 (request in 1436)"
2368.505901,192.168.137.147,192.168.137.1,ICMP,209,Destination unreachable (Port unreachable)
146.455758,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=698/47618, ttl=128 (reply in 916)"
467.099825,192.168.137.187,192.168.137.147,ICMP,74,"Echo (ping) reply    id=0x0001, seq=926/40451, ttl=64 (request in 1740)"
292.186275,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=806/9731, ttl=128 (reply in 1364)"
2232.007048,192.168.137.147,192.168.137.187,ICMP,74,"Echo (ping) request  id=0x0001, seq=2196/37896, ttl=128 (reply in 12170)"
