"No.","Time","Source","Destination","Protocol","Length","Info"
"24","5.507819","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34651, Time=324048735"
"25","5.510541","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44515, Time=1897164189"
"26","5.573867","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34652, Time=324048895"
"27","5.573980","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44516, Time=1897164349"
"28","5.574007","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44517, Time=1897164509"
"29","5.574029","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44518, Time=1897164669"
"30","5.578894","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34653, Time=324049055"
"31","5.580421","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34654, Time=324049215"
"32","5.584714","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44519, Time=1897164829"
"33","5.588712","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34655, Time=324049375"
"34","5.606356","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44520, Time=1897164989"
"35","5.608781","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34656, Time=324049535"
"36","5.626808","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44521, Time=1897165149"
"37","5.628746","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34657, Time=324049695"
"38","5.648691","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34658, Time=324049855"
"39","5.648838","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44522, Time=1897165309"
"40","5.668697","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34659, Time=324050015"
"41","5.668857","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44523, Time=1897165469"
"42","5.679340","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44524, Time=1897165629"
"43","5.688668","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34660, Time=324050175"
"44","5.700481","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44525, Time=1897165789"
"45","5.708644","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34661, Time=324050335"
"46","5.721422","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44526, Time=1897165949"
"47","5.728648","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34662, Time=324050495"
"48","5.742457","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44527, Time=1897166109"
"49","5.748676","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34663, Time=324050655"
"50","5.763332","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44528, Time=1897166269"
"51","5.768668","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34664, Time=324050815"
"52","5.784495","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44529, Time=1897166429"
"53","5.788695","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34665, Time=324050975"
"54","5.805690","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44530, Time=1897166589"
"55","5.808693","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34666, Time=324051135"
"56","5.826630","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44531, Time=1897166749"
"57","5.828709","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34667, Time=324051295"
"58","5.848750","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34668, Time=324051455"
"59","5.848896","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44532, Time=1897166909"
"60","5.868684","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34669, Time=324051615"
"61","5.868841","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44533, Time=1897167069"
"62","5.888649","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34670, Time=324051775"
"63","5.889474","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44534, Time=1897167229"
"64","5.900523","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44535, Time=1897167389"
"65","5.906377","Sfr_18:c2:73","Sfr_61:00:00","PPP LCP","30","Echo Request"
"66","5.908757","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34671, Time=324051935"
"67","5.921481","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44536, Time=1897167549"
"68","5.926897","Sfr_61:00:00","Sfr_18:c2:73","PPP LCP","60","Echo Reply"
"69","5.928708","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34672, Time=324052095"
"70","5.942453","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44537, Time=1897167709"
"71","5.948687","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34673, Time=324052255"
"72","5.963366","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44538, Time=1897167869"
"73","5.968661","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34674, Time=324052415"
"74","5.984557","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44539, Time=1897168029"
"75","5.988674","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34675, Time=324052575"
"76","6.005523","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44540, Time=1897168189"
"77","6.008677","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34676, Time=324052735"
"78","6.026439","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44541, Time=1897168349"
"79","6.028699","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34677, Time=324052895"
"80","6.048708","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34678, Time=324053055"
"81","6.048858","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44542, Time=1897168509"
"82","6.068643","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34679, Time=324053215"
"83","6.068868","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44543, Time=1897168669"
"84","6.088643","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34680, Time=324053375"
"85","6.089752","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44544, Time=1897168829"
"86","6.100596","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44545, Time=1897168989"
"87","6.108662","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34681, Time=324053535"
"88","6.121316","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44546, Time=1897169149"
"89","6.128641","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34682, Time=324053695"
"90","6.142483","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44547, Time=1897169309"
"91","6.148682","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34683, Time=324053855"
"92","6.163420","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44548, Time=1897169469"
"93","6.168679","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34684, Time=324054015"
"94","6.184370","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44549, Time=1897169629"
"95","6.188670","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34685, Time=324054175"
"96","6.205339","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44550, Time=1897169789"
"97","6.208693","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34686, Time=324054335"
"98","6.226509","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44551, Time=1897169949"
"99","6.228708","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34687, Time=324054495"
"100","6.248708","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34688, Time=324054655"
"101","6.248857","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44552, Time=1897170109"
"102","6.268710","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34689, Time=324054815"
"103","6.268874","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44553, Time=1897170269"
"104","6.288624","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34690, Time=324054975"
"105","6.289575","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44554, Time=1897170429"
"106","6.308646","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34691, Time=324055135"
"107","6.310758","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44555, Time=1897170589"
"108","6.321600","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44556, Time=1897170749"
"109","6.328696","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34692, Time=324055295"
"110","6.342547","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44557, Time=1897170909"
"111","6.348681","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34693, Time=324055455"
"112","6.363755","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44558, Time=1897171069"
"113","6.368665","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34694, Time=324055615"
"114","6.384428","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44559, Time=1897171229"
"115","6.388717","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34695, Time=324055775"
"116","6.405359","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44560, Time=1897171389"
"117","6.408716","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34696, Time=324055935"
"118","6.426342","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44561, Time=1897171549"
"119","6.428704","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34697, Time=324056095"
"120","6.437650","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44562, Time=1897171709"
"121","6.448666","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34698, Time=324056255"
"122","6.458604","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44563, Time=1897171869"
"123","6.468640","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34699, Time=324056415"
"124","6.479335","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44564, Time=1897172029"
"125","6.488640","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34700, Time=324056575"
"126","6.500226","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44565, Time=1897172189"
"127","6.508679","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34701, Time=324056735"
"128","6.521416","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44566, Time=1897172349"
"129","6.528646","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34702, Time=324056895"
"130","6.542524","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44567, Time=1897172509"
"131","6.548765","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34703, Time=324057055"
"132","6.563583","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44568, Time=1897172669"
"133","6.568722","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34704, Time=324057215"
"134","6.584740","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44569, Time=1897172829"
"135","6.588768","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34705, Time=324057375"
"136","6.605674","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44570, Time=1897172989"
"137","6.608679","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34706, Time=324057535"
"138","6.626622","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44571, Time=1897173149"
"139","6.628710","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34707, Time=324057695"
"140","6.637952","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44572, Time=1897173309"
"141","6.648675","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34708, Time=324057855"
"142","6.658655","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44573, Time=1897173469"
"143","6.668662","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34709, Time=324058015"
"144","6.679573","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44574, Time=1897173629"
"145","6.688645","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34710, Time=324058175"
"146","6.700536","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44575, Time=1897173789"
"147","6.708651","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34711, Time=324058335"
"148","6.721484","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44576, Time=1897173949"
"149","6.728656","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34712, Time=324058495"
"150","6.742450","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44577, Time=1897174109"
"151","6.748676","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34713, Time=324058655"
"152","6.763357","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44578, Time=1897174269"
"153","6.768684","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34714, Time=324058815"
"154","6.784337","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44579, Time=1897174429"
"155","6.788659","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34715, Time=324058975"
"156","6.805490","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44580, Time=1897174589"
"157","6.808678","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34716, Time=324059135"
"158","6.826703","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44581, Time=1897174749"
"159","6.828703","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34717, Time=324059295"
"160","6.837522","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44582, Time=1897174909"
"161","6.848683","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34718, Time=324059455"
"162","6.858729","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44583, Time=1897175069"
"163","6.868651","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34719, Time=324059615"
"164","6.879650","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44584, Time=1897175229"
"165","6.888648","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34720, Time=324059775"
"166","6.900841","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44585, Time=1897175389"
"167","6.908671","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34721, Time=324059935"
"168","6.921329","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44586, Time=1897175549"
"169","6.928670","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34722, Time=324060095"
"170","6.942483","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44587, Time=1897175709"
"171","6.948683","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34723, Time=324060255"
"172","6.963421","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44588, Time=1897175869"
"173","6.968667","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34724, Time=324060415"
"174","6.984373","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44589, Time=1897176029"
"175","6.988674","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34725, Time=324060575"
"176","7.005325","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44590, Time=1897176189"
"177","7.008671","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34726, Time=324060735"
"178","7.026244","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44591, Time=1897176349"
"179","7.028707","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34727, Time=324060895"
"180","7.037851","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44592, Time=1897176509"
"181","7.048652","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34728, Time=324061055"
"182","7.058312","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44593, Time=1897176669"
"183","7.068652","10.251.23.139","109.3.79.137","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x446E4B53, Seq=34729, Time=324061215"
"184","7.079479","109.3.79.137","10.251.23.139","RTP","214","PT=ITU-T G.711 PCMA, SSRC=0x2D7B0B2C, Seq=44594, Time=1897176829"
